year,title_cn,fund_project,fund_project_clean,topic_en,topic_ru,domain_en,domain_ru,field_en,field_ru,subfield_en,subfield_ru
2017,我国与“一带一路”沿线国家贸易特征研究,中科院科技战略咨询院重大项目（Y02015001），中科院国际合作局对外合作重点项目（131551KYSB20160002）, 中科院国际合作局对外合作重点项目,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,“中欧班列”运输组织策略研究,国家自然科学基金（41371143），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究），中科院青年创新促进会资助项目,国家自然科学基金,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,“中欧班列”运输组织策略研究,国家自然科学基金（41371143），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究），中科院青年创新促进会资助项目,国家自然科学基金,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,“中欧班列”运输组织策略研究,国家自然科学基金（41371143），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究），中科院青年创新促进会资助项目, 中科院地理科学与资源所特色所培育建设项目,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,“中欧班列”运输组织策略研究,国家自然科学基金（41371143），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究），中科院青年创新促进会资助项目, 中科院地理科学与资源所特色所培育建设项目,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,“中欧班列”运输组织策略研究,国家自然科学基金（41371143），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究），中科院青年创新促进会资助项目, 中科院青年创新促进会资助项目,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,“中欧班列”运输组织策略研究,国家自然科学基金（41371143），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究），中科院青年创新促进会资助项目, 中科院青年创新促进会资助项目,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,建设生命健康科技强国的路径思考,中科院前沿科学重点研究项目（QYZDY-SSWSMC002），国家自然科学基金委项目（31621004）,中科院前沿科学重点研究项目,S&T Innovation and Superpower Strategy,Научно-технические инновации и стратегия сверхдержавы,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,"Strategic, Defence & Security Studies","Стратегия, оборона и безопасность"
2017,建设生命健康科技强国的路径思考,中科院前沿科学重点研究项目（QYZDY-SSWSMC002），国家自然科学基金委项目（31621004）, 国家自然科学基金委项目,S&T Innovation and Superpower Strategy,Научно-технические инновации и стратегия сверхдержавы,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,"Strategic, Defence & Security Studies","Стратегия, оборона и безопасность"
2017,科技人才政策助推世界科技强国建设——以国际科技人才引进政策突破为例,北京东宇全球化人才基金会“国际人才系列报告”专项资助,北京东宇全球化人才基金会“国际人才系列报告”专项资助,S&T Innovation and Superpower Strategy,Научно-технические инновации и стратегия сверхдержавы,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,"Strategic, Defence & Security Studies","Стратегия, оборона и безопасность"
2017,青藏高原:从热带动植物乐土到冰期动物群摇篮,中科院战略性先导科技专项（B类）（XDB03020104，XDPB05），中科院前沿科学重点研究项目（QYZDY-SSW-DQC022），国家自然科学基金重点项目（41430102）,中科院战略性先导科技专项,Climate Change Impact,Влияние изменения климата,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2017,青藏高原:从热带动植物乐土到冰期动物群摇篮,中科院战略性先导科技专项（B类）（XDB03020104，XDPB05），中科院前沿科学重点研究项目（QYZDY-SSW-DQC022），国家自然科学基金重点项目（41430102）, 中科院前沿科学重点研究项目,Climate Change Impact,Влияние изменения климата,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2017,青藏高原:从热带动植物乐土到冰期动物群摇篮,中科院战略性先导科技专项（B类）（XDB03020104，XDPB05），中科院前沿科学重点研究项目（QYZDY-SSW-DQC022），国家自然科学基金重点项目（41430102）, 国家自然科学基金重点项目,Climate Change Impact,Влияние изменения климата,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2017,全球航运战略支点识别,国家自然科学基金项目（41571113），中科院战略咨询院重大咨询项目（Y02015001），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）,国家自然科学基金项目,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,全球航运战略支点识别,国家自然科学基金项目（41571113），中科院战略咨询院重大咨询项目（Y02015001），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）,国家自然科学基金项目,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,全球航运战略支点识别,国家自然科学基金项目（41571113），中科院战略咨询院重大咨询项目（Y02015001），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）, 中科院战略咨询院重大咨询项目,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,全球航运战略支点识别,国家自然科学基金项目（41571113），中科院战略咨询院重大咨询项目（Y02015001），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）, 中科院战略咨询院重大咨询项目,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,全球航运战略支点识别,国家自然科学基金项目（41571113），中科院战略咨询院重大咨询项目（Y02015001），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）, 中科院地理科学与资源所特色所培育建设项目,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,全球航运战略支点识别,国家自然科学基金项目（41571113），中科院战略咨询院重大咨询项目（Y02015001），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）, 中科院地理科学与资源所特色所培育建设项目,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,“一带一路”2.0引领新型全球化,国家社会科学基金一般项目（12BGJ038）,国家社会科学基金一般项目,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,“一带一路”2.0引领新型全球化,国家社会科学基金一般项目（12BGJ038）,国家社会科学基金一般项目,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,气候变化对我国中长期发展的影响分析及对策建议,国家自然科学基金面上项目（71573249），中科院科技战略咨询院重大咨询项目（Y02015003），中国清洁发展机制基金赠款项目（2014091）,国家自然科学基金面上项目,"Global Climate Change: Impact, Adaptation, and Mitigation Strategy","Глобальное изменение климата: воздействие, адаптация и стратегия смягчения последствий",Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2017,气候变化对我国中长期发展的影响分析及对策建议,国家自然科学基金面上项目（71573249），中科院科技战略咨询院重大咨询项目（Y02015003），中国清洁发展机制基金赠款项目（2014091）, 中科院科技战略咨询院重大咨询项目,"Global Climate Change: Impact, Adaptation, and Mitigation Strategy","Глобальное изменение климата: воздействие, адаптация и стратегия смягчения последствий",Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2017,气候变化对我国中长期发展的影响分析及对策建议,国家自然科学基金面上项目（71573249），中科院科技战略咨询院重大咨询项目（Y02015003），中国清洁发展机制基金赠款项目（2014091）, 中国清洁发展机制基金赠款项目,"Global Climate Change: Impact, Adaptation, and Mitigation Strategy","Глобальное изменение климата: воздействие, адаптация и стратегия смягчения последствий",Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2017,应对气候变化是改善全球治理的重要内容,教育部哲学社会科学研究重大课题攻关项目（15JZD035）,教育部哲学社会科学研究重大课题攻关项目,"Global Climate Change: Impact, Adaptation, and Mitigation Strategy","Глобальное изменение климата: воздействие, адаптация и стратегия смягчения последствий",Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2017,生物传感发展50年及展望,国家重点研发计划纳米专项（2017YFA0205503），中科院重点部署项目（KFZD-SW-214）,国家重点研发计划纳米专项,Advanced Measurement and Sensing Technologies,Передовые технологии измерения и зондирования,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Optoelectronics & Photonics,Оптоэлектроника и фотоника
2017,生物传感发展50年及展望,国家重点研发计划纳米专项（2017YFA0205503），中科院重点部署项目（KFZD-SW-214）,国家重点研发计划纳米专项,Fiber Optic Technology and Sensing Systems,Волоконно-оптические технологии и системы зондирования,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Optoelectronics & Photonics,Оптоэлектроника и фотоника
2017,生物传感发展50年及展望,国家重点研发计划纳米专项（2017YFA0205503），中科院重点部署项目（KFZD-SW-214）, 中科院重点部署项目,Advanced Measurement and Sensing Technologies,Передовые технологии измерения и зондирования,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Optoelectronics & Photonics,Оптоэлектроника и фотоника
2017,生物传感发展50年及展望,国家重点研发计划纳米专项（2017YFA0205503），中科院重点部署项目（KFZD-SW-214）, 中科院重点部署项目,Fiber Optic Technology and Sensing Systems,Волоконно-оптические технологии и системы зондирования,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Optoelectronics & Photonics,Оптоэлектроника и фотоника
2017,植物非编码RNA与抗虫防御反应的研究及应用,中科院战略先导性专项（XDB11030000）,中科院战略先导性专项,Biotechnology Development,Развитие биотехнологий,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Biotechnology,Биотехнологии
2017,植物非编码RNA与抗虫防御反应的研究及应用,中科院战略先导性专项（XDB11030000）,中科院战略先导性专项,Flora of China,Флора Китая,Natural Sciences,Естественные науки,Biology,Биология,Plant Biology & Botany,Ботаника
2017,植物先天免疫研究现状与前景展望,中科院空间科学战略性先导科技专项（XDB11020600、XDB11020300），国家自然科学基金（31571968、31570252）,中科院空间科学战略性先导科技专项,Biosecurity and Invasion Biology,Биобезопасность и инвазионная биология,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2017,植物先天免疫研究现状与前景展望,中科院空间科学战略性先导科技专项（XDB11020600、XDB11020300），国家自然科学基金（31571968、31570252）,中科院空间科学战略性先导科技专项,Flora of China,Флора Китая,Natural Sciences,Естественные науки,Biology,Биология,Plant Biology & Botany,Ботаника
2017,植物先天免疫研究现状与前景展望,中科院空间科学战略性先导科技专项（XDB11020600、XDB11020300），国家自然科学基金（31571968、31570252）,中科院空间科学战略性先导科技专项,Microbiology and Ecological Environment Research,Исследования в области микробиологии и экологической среды,Health Sciences,Науки о здоровье,Biomedical Research,Биомедицинские исследования,Microbiology,Микробиология
2017,植物先天免疫研究现状与前景展望,中科院空间科学战略性先导科技专项（XDB11020600、XDB11020300），国家自然科学基金（31571968、31570252）, 国家自然科学基金,Biosecurity and Invasion Biology,Биобезопасность и инвазионная биология,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2017,植物先天免疫研究现状与前景展望,中科院空间科学战略性先导科技专项（XDB11020600、XDB11020300），国家自然科学基金（31571968、31570252）, 国家自然科学基金,Flora of China,Флора Китая,Natural Sciences,Естественные науки,Biology,Биология,Plant Biology & Botany,Ботаника
2017,植物先天免疫研究现状与前景展望,中科院空间科学战略性先导科技专项（XDB11020600、XDB11020300），国家自然科学基金（31571968、31570252）, 国家自然科学基金,Microbiology and Ecological Environment Research,Исследования в области микробиологии и экологической среды,Health Sciences,Науки о здоровье,Biomedical Research,Биомедицинские исследования,Microbiology,Микробиология
2017,掀开土壤生物“暗物质”——土壤病毒的神秘面纱,中科院战略性先导科技专项（B类）（XDB15010103），国家自然科学基金项目（41271262、41571246）,中科院战略性先导科技专项,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2017,掀开土壤生物“暗物质”——土壤病毒的神秘面纱,中科院战略性先导科技专项（B类）（XDB15010103），国家自然科学基金项目（41271262、41571246）,中科院战略性先导科技专项,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2017,掀开土壤生物“暗物质”——土壤病毒的神秘面纱,中科院战略性先导科技专项（B类）（XDB15010103），国家自然科学基金项目（41271262、41571246）,中科院战略性先导科技专项,Microbiology and Ecological Environment Research,Исследования в области микробиологии и экологической среды,Health Sciences,Науки о здоровье,Biomedical Research,Биомедицинские исследования,Microbiology,Микробиология
2017,掀开土壤生物“暗物质”——土壤病毒的神秘面纱,中科院战略性先导科技专项（B类）（XDB15010103），国家自然科学基金项目（41271262、41571246）, 国家自然科学基金项目,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2017,掀开土壤生物“暗物质”——土壤病毒的神秘面纱,中科院战略性先导科技专项（B类）（XDB15010103），国家自然科学基金项目（41271262、41571246）, 国家自然科学基金项目,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2017,掀开土壤生物“暗物质”——土壤病毒的神秘面纱,中科院战略性先导科技专项（B类）（XDB15010103），国家自然科学基金项目（41271262、41571246）, 国家自然科学基金项目,Microbiology and Ecological Environment Research,Исследования в области микробиологии и экологической среды,Health Sciences,Науки о здоровье,Biomedical Research,Биомедицинские исследования,Microbiology,Микробиология
2017,中国湖泊微生物组研究,中科院前沿科学重点研究项目（QYZDJSSW-DQC030），国家自然科学基金项目（41621002、31225004）,中科院前沿科学重点研究项目,Microbiology and Ecological Environment Research,Исследования в области микробиологии и экологической среды,Health Sciences,Науки о здоровье,Biomedical Research,Биомедицинские исследования,Microbiology,Микробиология
2017,中国湖泊微生物组研究,中科院前沿科学重点研究项目（QYZDJSSW-DQC030），国家自然科学基金项目（41621002、31225004）, 国家自然科学基金项目,Microbiology and Ecological Environment Research,Исследования в области микробиологии и экологической среды,Health Sciences,Науки о здоровье,Biomedical Research,Биомедицинские исследования,Microbiology,Микробиология
2017,中国社会治理进程中的信任变迁,国家社科基金青年项目（13CSH041）,国家社科基金青年项目,Social Network Public Opinion Analysis,Анализ общественного мнения в социальных сетях,Health Sciences,Науки о здоровье,Psychology & Cognitive Sciences,Психология и когнитивные науки,Social Psychology,Социальная психология
2017,基于网络平台的群体和个体的社会态度研究,中科院心理所特色所建设主要服务项目（Y5CX163008）,中科院心理所特色所建设主要服务项目,Social Network Public Opinion Analysis,Анализ общественного мнения в социальных сетях,Health Sciences,Науки о здоровье,Psychology & Cognitive Sciences,Психология и когнитивные науки,Social Psychology,Социальная психология
2017,我国在“一带一路”沿线海外园区建设模式研究,中科院国际合作局对外合作重点项目（131551KYSB20160002），中科院战略咨询院2015年重大咨询项目（Y02015001），国家自然科学基金（41530751），国家社会科学重大基金（2015MZD039），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）,中科院国际合作局对外合作重点项目,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,我国在“一带一路”沿线海外园区建设模式研究,中科院国际合作局对外合作重点项目（131551KYSB20160002），中科院战略咨询院2015年重大咨询项目（Y02015001），国家自然科学基金（41530751），国家社会科学重大基金（2015MZD039），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）,中科院国际合作局对外合作重点项目,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,我国在“一带一路”沿线海外园区建设模式研究,中科院国际合作局对外合作重点项目（131551KYSB20160002），中科院战略咨询院2015年重大咨询项目（Y02015001），国家自然科学基金（41530751），国家社会科学重大基金（2015MZD039），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）, 中科院战略咨询院年重大咨询项目,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,我国在“一带一路”沿线海外园区建设模式研究,中科院国际合作局对外合作重点项目（131551KYSB20160002），中科院战略咨询院2015年重大咨询项目（Y02015001），国家自然科学基金（41530751），国家社会科学重大基金（2015MZD039），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）, 中科院战略咨询院年重大咨询项目,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,我国在“一带一路”沿线海外园区建设模式研究,中科院国际合作局对外合作重点项目（131551KYSB20160002），中科院战略咨询院2015年重大咨询项目（Y02015001），国家自然科学基金（41530751），国家社会科学重大基金（2015MZD039），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）, 国家自然科学基金,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,我国在“一带一路”沿线海外园区建设模式研究,中科院国际合作局对外合作重点项目（131551KYSB20160002），中科院战略咨询院2015年重大咨询项目（Y02015001），国家自然科学基金（41530751），国家社会科学重大基金（2015MZD039），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）, 国家自然科学基金,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,我国在“一带一路”沿线海外园区建设模式研究,中科院国际合作局对外合作重点项目（131551KYSB20160002），中科院战略咨询院2015年重大咨询项目（Y02015001），国家自然科学基金（41530751），国家社会科学重大基金（2015MZD039），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）, 国家社会科学重大基金,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,我国在“一带一路”沿线海外园区建设模式研究,中科院国际合作局对外合作重点项目（131551KYSB20160002），中科院战略咨询院2015年重大咨询项目（Y02015001），国家自然科学基金（41530751），国家社会科学重大基金（2015MZD039），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）, 国家社会科学重大基金,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,我国在“一带一路”沿线海外园区建设模式研究,中科院国际合作局对外合作重点项目（131551KYSB20160002），中科院战略咨询院2015年重大咨询项目（Y02015001），国家自然科学基金（41530751），国家社会科学重大基金（2015MZD039），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）, 中科院地理科学与资源所特色所培育建设项目,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,我国在“一带一路”沿线海外园区建设模式研究,中科院国际合作局对外合作重点项目（131551KYSB20160002），中科院战略咨询院2015年重大咨询项目（Y02015001），国家自然科学基金（41530751），国家社会科学重大基金（2015MZD039），中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）, 中科院地理科学与资源所特色所培育建设项目,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2017,关于中国微生物组数据中心建设的思考,国家“863”计划（2015AA020108）,国家“863”计划,Digital Technology and Big Data-Driven Scientific Research and Social Development,Научные исследования и социальное развитие на основе цифровых технологий и больших данных,Applied Sciences,Прикладные науки,Information & Communication Technologies,Информационные и коммуникационные технологии,Information Systems,Информационные системы
2017,关于中国微生物组数据中心建设的思考,国家“863”计划（2015AA020108）,国家“863”计划,Microbiology and Ecological Environment Research,Исследования в области микробиологии и экологической среды,Health Sciences,Науки о здоровье,Biomedical Research,Биомедицинские исследования,Microbiology,Микробиология
2017,建议启动“国际华族健康微生物组研究计划”,国家自然科学基金（31330005、81401141）,国家自然科学基金,Microbiology and Ecological Environment Research,Исследования в области микробиологии и экологической среды,Health Sciences,Науки о здоровье,Biomedical Research,Биомедицинские исследования,Microbiology,Микробиология
2017,我国空间治理体系现代化在“十九大”后的新态势,国家自然科学基金重点项目（41630644），中科院科技服务网络计划（STS计划）项目（KFJ-STS-ZDTP-021）,国家自然科学基金重点项目,Land Spatial Governance and Regional Development Strategy,Стратегия управления земельным пространством и регионального развития,Applied Sciences,Прикладные науки,Built Environment & Design,Экологическое строительство и дизайн,Urban & Regional Planning,Городское и районное планирование
2017,我国空间治理体系现代化在“十九大”后的新态势,国家自然科学基金重点项目（41630644），中科院科技服务网络计划（STS计划）项目（KFJ-STS-ZDTP-021）, 中科院科技服务网络计划项目,Land Spatial Governance and Regional Development Strategy,Стратегия управления земельным пространством и регионального развития,Applied Sciences,Прикладные науки,Built Environment & Design,Экологическое строительство и дизайн,Urban & Regional Planning,Городское и районное планирование
2017,区域性农田景观对昆虫的生态学效应与展望,中科院战略性先导科技专项（B类）资助（XDB11050400）和国家自然科学基金项目（31572059）,中科院战略性先导科技专项,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2017,区域性农田景观对昆虫的生态学效应与展望,中科院战略性先导科技专项（B类）资助（XDB11050400）和国家自然科学基金项目（31572059）,中科院战略性先导科技专项,Biosecurity and Invasion Biology,Биобезопасность и инвазионная биология,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2017,区域性农田景观对昆虫的生态学效应与展望,中科院战略性先导科技专项（B类）资助（XDB11050400）和国家自然科学基金项目（31572059）, 国家自然科学基金项目,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2017,区域性农田景观对昆虫的生态学效应与展望,中科院战略性先导科技专项（B类）资助（XDB11050400）和国家自然科学基金项目（31572059）, 国家自然科学基金项目,Biosecurity and Invasion Biology,Биобезопасность и инвазионная биология,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2017,关于穿戴式人体传感器网络的研究思考,国家自然科学基金项目（U1505251），中科院重点部署项目（KFZDSW-214）,国家自然科学基金项目,Advanced Measurement and Sensing Technologies,Передовые технологии измерения и зондирования,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Optoelectronics & Photonics,Оптоэлектроника и фотоника
2017,关于穿戴式人体传感器网络的研究思考,国家自然科学基金项目（U1505251），中科院重点部署项目（KFZDSW-214）, 中科院重点部署项目,Advanced Measurement and Sensing Technologies,Передовые технологии измерения и зондирования,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Optoelectronics & Photonics,Оптоэлектроника и фотоника
2017,大规模围填海对滨海湿地的影响与对策,国家重点基础研究发展计划（“973”计划）项目（2013CB430406），国家自然科学基金重点项目（51639001），国家创新研究群体项目（51121003）,国家重点基础研究发展计划项目,Water Resources Management and Ecological Protection,Управление водными ресурсами и экологическая защита,Applied Sciences,Прикладные науки,Engineering,Технические науки,Environmental Engineering,Инженерная экология
2017,大规模围填海对滨海湿地的影响与对策,国家重点基础研究发展计划（“973”计划）项目（2013CB430406），国家自然科学基金重点项目（51639001），国家创新研究群体项目（51121003）,国家重点基础研究发展计划项目,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2017,大规模围填海对滨海湿地的影响与对策,国家重点基础研究发展计划（“973”计划）项目（2013CB430406），国家自然科学基金重点项目（51639001），国家创新研究群体项目（51121003）, 国家自然科学基金重点项目,Water Resources Management and Ecological Protection,Управление водными ресурсами и экологическая защита,Applied Sciences,Прикладные науки,Engineering,Технические науки,Environmental Engineering,Инженерная экология
2017,大规模围填海对滨海湿地的影响与对策,国家重点基础研究发展计划（“973”计划）项目（2013CB430406），国家自然科学基金重点项目（51639001），国家创新研究群体项目（51121003）, 国家自然科学基金重点项目,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2017,大规模围填海对滨海湿地的影响与对策,国家重点基础研究发展计划（“973”计划）项目（2013CB430406），国家自然科学基金重点项目（51639001），国家创新研究群体项目（51121003）, 国家创新研究群体项目,Water Resources Management and Ecological Protection,Управление водными ресурсами и экологическая защита,Applied Sciences,Прикладные науки,Engineering,Технические науки,Environmental Engineering,Инженерная экология
2017,大规模围填海对滨海湿地的影响与对策,国家重点基础研究发展计划（“973”计划）项目（2013CB430406），国家自然科学基金重点项目（51639001），国家创新研究群体项目（51121003）, 国家创新研究群体项目,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
